id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q1_11,13330,Hydrology,Symbolic Extension,"{'f0': 3.3371608848700003, 'fc': 0.19775445792000002, 'k': 0.75277724489, 't1': 3.32609901613, 't2': 7.541643402870001}","The initial rate of infiltration of a watershed is estimated as 3.3371608848700003 cm/hr, the final capacity is 0.19775445792000002 cm/hr, and the time constant, k is 0.75277724489 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.32609901613 hr and t=7.541643402870001 hr;

(2) The total volume of infiltration between t=3.32609901613 hr and t=7.541643402870001 hr.
        ","(1): 0.454 cm/hr,
0.209 cm/hr,
(2): 1.16 cm","[""(1): 7.162 cm/hr,\n2.592 cm/hr,\n(2): 23.11 cm"", ""(1): 0.454 cm/hr,\n0.209 cm/hr,\n(2): 1.16 cm"", ""(1): 0.198 cm/hr,\n0.451 cm/hr,\n(2): -1.419 cm"", ""(1): 0.31 cm/hr,\n0.198 cm/hr,\n(2): 1.679 cm""]","A. (1): 7.162 cm/hr,
2.592 cm/hr,
(2): 23.11 cm
B. (1): 0.454 cm/hr,
0.209 cm/hr,
(2): 1.16 cm
C. (1): 0.198 cm/hr,
0.451 cm/hr,
(2): -1.419 cm
D. (1): 0.31 cm/hr,
0.198 cm/hr,
(2): 1.679 cm
",B,correct_answer: B | diffused_answer: C | confused_answer: D | random_answer: A
q1_12,13554,Hydrology,Symbolic Extension,"{'f0': 5.140553485780001, 'fc': 0.26929128054, 'k': 0.046185892365, 't1': 8.037307653840001, 't2': 8.527046191030001}","The initial rate of infiltration of a watershed is estimated as 5.140553485780001 cm/hr, the final capacity is 0.26929128054 cm/hr, and the time constant, k is 0.046185892365 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=8.037307653840001 hr and t=8.527046191030001 hr;

(2) The total volume of infiltration between t=8.037307653840001 hr and t=8.527046191030001 hr.
        ","(1): 3.63 cm/hr,
3.555 cm/hr,
(2): 1.759 cm","[""(1): 5.035 cm/hr,\n2.341 cm/hr,\n(2): 31.586 cm"", ""(1): 3.63 cm/hr,\n3.555 cm/hr,\n(2): 1.759 cm"", ""(1): 2.014 cm/hr,\n8.527 cm/hr,\n(2): 66.874 cm"", ""(1): 3.675 cm/hr,\n3.619 cm/hr,\n(2): 6.582 cm""]","A. (1): 5.035 cm/hr,
2.341 cm/hr,
(2): 31.586 cm
B. (1): 3.63 cm/hr,
3.555 cm/hr,
(2): 1.759 cm
C. (1): 2.014 cm/hr,
8.527 cm/hr,
(2): 66.874 cm
D. (1): 3.675 cm/hr,
3.619 cm/hr,
(2): 6.582 cm
",B,correct_answer: B | diffused_answer: C | confused_answer: A | random_answer: D
q1_13,13780,Hydrology,Symbolic Extension,"{'f0': 4.972005858, 'fc': 0.85206914305, 'k': 0.473190976604, 't1': 7.5624287820500005, 't2': 9.16778567805}","The initial rate of infiltration of a watershed is estimated as 4.972005858 cm/hr, the final capacity is 0.85206914305 cm/hr, and the time constant, k is 0.473190976604 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=7.5624287820500005 hr and t=9.16778567805 hr;

(2) The total volume of infiltration between t=7.5624287820500005 hr and t=9.16778567805 hr.
        ","(1): 0.967 cm/hr,
0.906 cm/hr,
(2): 1.497 cm","[""(1): 6.924 cm/hr,\n7.562 cm/hr,\n(2): 65.624 cm"", ""(1): 15.794 cm/hr,\n4.781 cm/hr,\n(2): 57.841 cm"", ""(1): 0.967 cm/hr,\n0.906 cm/hr,\n(2): 1.497 cm"", ""(1): 0.853 cm/hr,\n0.906 cm/hr,\n(2): -8.41 cm""]","A. (1): 6.924 cm/hr,
7.562 cm/hr,
(2): 65.624 cm
B. (1): 15.794 cm/hr,
4.781 cm/hr,
(2): 57.841 cm
C. (1): 0.967 cm/hr,
0.906 cm/hr,
(2): 1.497 cm
D. (1): 0.853 cm/hr,
0.906 cm/hr,
(2): -8.41 cm
",C,correct_answer: C | diffused_answer: A | confused_answer: D | random_answer: B
q1_14,14008,Hydrology,Symbolic Extension,"{'f0': 15.700352846630002, 'fc': 1.67076504611, 'k': 0.7412987479, 't1': 3.5309008822500005, 't2': 9.608831429950001}","The initial rate of infiltration of a watershed is estimated as 15.700352846630002 cm/hr, the final capacity is 1.67076504611 cm/hr, and the time constant, k is 0.7412987479 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.5309008822500005 hr and t=9.608831429950001 hr;

(2) The total volume of infiltration between t=3.5309008822500005 hr and t=9.608831429950001 hr.
        ","(1): 2.695 cm/hr,
1.682 cm/hr,
(2): 11.521 cm","[""(1): 8.562 cm/hr,\n3.34 cm/hr,\n(2): 16.626 cm"", ""(1): 4.559 cm/hr,\n4.452 cm/hr,\n(2): 7.183 cm"", ""(1): 2.695 cm/hr,\n1.682 cm/hr,\n(2): 11.521 cm"", ""(1): 9.609 cm/hr,\n7.847 cm/hr,\n(2): -132.432 cm""]","A. (1): 8.562 cm/hr,
3.34 cm/hr,
(2): 16.626 cm
B. (1): 4.559 cm/hr,
4.452 cm/hr,
(2): 7.183 cm
C. (1): 2.695 cm/hr,
1.682 cm/hr,
(2): 11.521 cm
D. (1): 9.609 cm/hr,
7.847 cm/hr,
(2): -132.432 cm
",C,correct_answer: C | diffused_answer: D | confused_answer: A | random_answer: B
q1_15,14238,Hydrology,Symbolic Extension,"{'f0': 2.4446962553400002, 'fc': 2.5810917869, 'k': 0.979930632468, 't1': 3.2378661840300005, 't2': 4.02091223784}","The initial rate of infiltration of a watershed is estimated as 2.4446962553400002 cm/hr, the final capacity is 2.5810917869 cm/hr, and the time constant, k is 0.979930632468 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.2378661840300005 hr and t=4.02091223784 hr;

(2) The total volume of infiltration between t=3.2378661840300005 hr and t=4.02091223784 hr.
        ","(1): 2.575 cm/hr,
2.578 cm/hr,
(2): 2.018 cm","[""(1): 2.582 cm/hr,\n2.641 cm/hr,\n(2): -3.799 cm"", ""(1): 3.683 cm/hr,\n3.493 cm/hr,\n(2): 16.697 cm"", ""(1): 2.575 cm/hr,\n2.578 cm/hr,\n(2): 2.018 cm"", ""(1): 2.59 cm/hr,\n2.581 cm/hr,\n(2): 7.217 cm""]","A. (1): 2.582 cm/hr,
2.641 cm/hr,
(2): -3.799 cm
B. (1): 3.683 cm/hr,
3.493 cm/hr,
(2): 16.697 cm
C. (1): 2.575 cm/hr,
2.578 cm/hr,
(2): 2.018 cm
D. (1): 2.59 cm/hr,
2.581 cm/hr,
(2): 7.217 cm
",C,correct_answer: C | diffused_answer: A | confused_answer: D | random_answer: B
q1_16,14470,Hydrology,Symbolic Extension,"{'f0': 7.42636909808, 'fc': 1.6061351658200003, 'k': 0.661584401683, 't1': 3.2045502271300004, 't2': 5.4356497502800005}","The initial rate of infiltration of a watershed is estimated as 7.42636909808 cm/hr, the final capacity is 1.6061351658200003 cm/hr, and the time constant, k is 0.661584401683 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.2045502271300004 hr and t=5.4356497502800005 hr;

(2) The total volume of infiltration between t=3.2045502271300004 hr and t=5.4356497502800005 hr.
        ","(1): 2.305 cm/hr,
1.766 cm/hr,
(2): 4.398 cm","[""(1): 2.305 cm/hr,\n1.766 cm/hr,\n(2): 4.398 cm"", ""(1): 2.305 cm/hr,\n1.606 cm/hr,\n(2): 7.886 cm"", ""(1): 5.301 cm/hr,\n3.015 cm/hr,\n(2): 12.676 cm"", ""(1): 1.635 cm/hr,\n1.607 cm/hr,\n(2): 9.001 cm""]","A. (1): 2.305 cm/hr,
1.766 cm/hr,
(2): 4.398 cm
B. (1): 2.305 cm/hr,
1.606 cm/hr,
(2): 7.886 cm
C. (1): 5.301 cm/hr,
3.015 cm/hr,
(2): 12.676 cm
D. (1): 1.635 cm/hr,
1.607 cm/hr,
(2): 9.001 cm
",A,correct_answer: A | diffused_answer: B | confused_answer: D | random_answer: C
q1_17,14704,Hydrology,Symbolic Extension,"{'f0': 8.6678939359, 'fc': 2.2264045872100002, 'k': 0.964151861613, 't1': 1.8569654101900002, 't2': 5.813094656430001}","The initial rate of infiltration of a watershed is estimated as 8.6678939359 cm/hr, the final capacity is 2.2264045872100002 cm/hr, and the time constant, k is 0.964151861613 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=1.8569654101900002 hr and t=5.813094656430001 hr;

(2) The total volume of infiltration between t=1.8569654101900002 hr and t=5.813094656430001 hr.
        ","(1): 3.301 cm/hr,
2.25 cm/hr,
(2): 9.898 cm","[""(1): 5.291 cm/hr,\n4.671 cm/hr,\n(2): 23.905 cm"", ""(1): 2.226 cm/hr,\n2.226 cm/hr,\n(2): 22.02 cm"", ""(1): 0.964 cm/hr,\n0.964 cm/hr,\n(2): -2.752 cm"", ""(1): 3.301 cm/hr,\n2.25 cm/hr,\n(2): 9.898 cm""]","A. (1): 5.291 cm/hr,
4.671 cm/hr,
(2): 23.905 cm
B. (1): 2.226 cm/hr,
2.226 cm/hr,
(2): 22.02 cm
C. (1): 0.964 cm/hr,
0.964 cm/hr,
(2): -2.752 cm
D. (1): 3.301 cm/hr,
2.25 cm/hr,
(2): 9.898 cm
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q1_18,14940,Hydrology,Symbolic Extension,"{'f0': 2.91934964024, 'fc': 4.19736936579, 'k': 0.807197004519, 't1': 1.9404959955200003, 't2': 9.766687406950002}","The initial rate of infiltration of a watershed is estimated as 2.91934964024 cm/hr, the final capacity is 4.19736936579 cm/hr, and the time constant, k is 0.807197004519 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=1.9404959955200003 hr and t=9.766687406950002 hr;

(2) The total volume of infiltration between t=1.9404959955200003 hr and t=9.766687406950002 hr.
        ","(1): 3.931 cm/hr,
4.197 cm/hr,
(2): 32.519 cm","[""(1): 3.931 cm/hr,\n4.197 cm/hr,\n(2): 32.519 cm"", ""(1): 1.008 cm/hr,\n0.408 cm/hr,\n(2): 3.162 cm"", ""(1): 4.197 cm/hr,\n4.197 cm/hr,\n(2): -4.757 cm"", ""(1): 6.24 cm/hr,\n6.296 cm/hr,\n(2): 73.865 cm""]","A. (1): 3.931 cm/hr,
4.197 cm/hr,
(2): 32.519 cm
B. (1): 1.008 cm/hr,
0.408 cm/hr,
(2): 3.162 cm
C. (1): 4.197 cm/hr,
4.197 cm/hr,
(2): -4.757 cm
D. (1): 6.24 cm/hr,
6.296 cm/hr,
(2): 73.865 cm
",A,correct_answer: A | diffused_answer: C | confused_answer: D | random_answer: B
q1_19,15178,Hydrology,Symbolic Extension,"{'f0': 15.72679708042, 'fc': 2.8935235085300004, 'k': 0.768726955515, 't1': 2.65254625863, 't2': 7.867665537790001}","The initial rate of infiltration of a watershed is estimated as 15.72679708042 cm/hr, the final capacity is 2.8935235085300004 cm/hr, and the time constant, k is 0.768726955515 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.65254625863 hr and t=7.867665537790001 hr;

(2) The total volume of infiltration between t=2.65254625863 hr and t=7.867665537790001 hr.
        ","(1): 4.564 cm/hr,
2.924 cm/hr,
(2): 17.223 cm","[""(1): 4.564 cm/hr,\n2.924 cm/hr,\n(2): 17.223 cm"", ""(1): 3.54 cm/hr,\n2.905 cm/hr,\n(2): 15.916 cm"", ""(1): 2.593 cm/hr,\n1.472 cm/hr,\n(2): 7.812 cm"", ""(1): 8.891 cm/hr,\n7.871 cm/hr,\n(2): 17.101 cm""]","A. (1): 4.564 cm/hr,
2.924 cm/hr,
(2): 17.223 cm
B. (1): 3.54 cm/hr,
2.905 cm/hr,
(2): 15.916 cm
C. (1): 2.593 cm/hr,
1.472 cm/hr,
(2): 7.812 cm
D. (1): 8.891 cm/hr,
7.871 cm/hr,
(2): 17.101 cm
",A,correct_answer: A | diffused_answer: D | confused_answer: B | random_answer: C
q1_20,15418,Hydrology,Symbolic Extension,"{'f0': 14.483019781520001, 'fc': 0.9407623537700001, 'k': 0.819109975889, 't1': 5.4561278234, 't2': 6.301692719890001}","The initial rate of infiltration of a watershed is estimated as 14.483019781520001 cm/hr, the final capacity is 0.9407623537700001 cm/hr, and the time constant, k is 0.819109975889 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=5.4561278234 hr and t=6.301692719890001 hr;

(2) The total volume of infiltration between t=5.4561278234 hr and t=6.301692719890001 hr.
        ","(1): 1.096 cm/hr,
1.018 cm/hr,
(2): 0.89 cm","[""(1): 1.096 cm/hr,\n1.018 cm/hr,\n(2): 0.89 cm"", ""(1): 4.209 cm/hr,\n3.928 cm/hr,\n(2): 0.793 cm"", ""(1): 1.615 cm/hr,\n0.977 cm/hr,\n(2): 4.141 cm"", ""(1): 6.395 cm/hr,\n6.35 cm/hr,\n(2): 0.775 cm""]","A. (1): 1.096 cm/hr,
1.018 cm/hr,
(2): 0.89 cm
B. (1): 4.209 cm/hr,
3.928 cm/hr,
(2): 0.793 cm
C. (1): 1.615 cm/hr,
0.977 cm/hr,
(2): 4.141 cm
D. (1): 6.395 cm/hr,
6.35 cm/hr,
(2): 0.775 cm
",A,correct_answer: A | diffused_answer: D | confused_answer: C | random_answer: B
