id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q2_1,541,Hydrology,Original,"{'open_space_percent': 80, 'open_space_C_percent': 40, 'open_space_A_percent': 60, 'forest_percent': 20, 'rainfall': 7.0}","
A watershed is 80% good condition open space/lawn, 40% of which is soil group C and 60% is soil group A. The remaining 20% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 7.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",2.31 in,"[""68.18 in"", ""53.37 in"", ""2.31 in"", ""7.77 in""]","A. 68.18 in
B. 53.37 in
C. 2.31 in
D. 7.77 in
",C,correct_answer: C | diffused_answer: B | confused_answer: D | random_answer: A
q2_2,1484,Hydrology,Symbolic Extension,"{'open_space_percent': 56.754796323, 'open_space_C_percent': 91.6423988799, 'rainfall': 0.028758743560000005, 'forest_percent': 43.245203677, 'open_space_A_percent': 8.3576011201}","
A watershed is 56.754796323% good condition open space/lawn, 91.6423988799% of which is soil group C and 8.3576011201% is soil group A. The remaining 43.245203677% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 0.028758743560000005 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",0.18 in,"[""0.18 in"", ""17.88 in"", ""0.54 in"", ""39.99 in""]","A. 0.18 in
B. 17.88 in
C. 0.54 in
D. 39.99 in
",A,correct_answer: A | diffused_answer: D | X3 (confused_unsuccessful): C | random_answer: B
q2_3,1530,Hydrology,Symbolic Extension,"{'open_space_percent': 51.1255517773, 'open_space_C_percent': 29.3216632026, 'rainfall': 20.785102837220002, 'forest_percent': 48.8744482227, 'open_space_A_percent': 70.6783367974}","
A watershed is 51.1255517773% good condition open space/lawn, 29.3216632026% of which is soil group C and 70.6783367974% is soil group A. The remaining 48.8744482227% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 20.785102837220002 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",14.66 in,"[""69.0 in"", ""0.09 in"", ""20.21 in"", ""14.66 in""]","A. 69.0 in
B. 0.09 in
C. 20.21 in
D. 14.66 in
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q2_4,1578,Hydrology,Symbolic Extension,"{'open_space_percent': 40.1360261598, 'open_space_C_percent': 87.1258217815, 'rainfall': 82.74816680679001, 'forest_percent': 59.8639738402, 'open_space_A_percent': 12.874178218500006}","
A watershed is 40.1360261598% good condition open space/lawn, 87.1258217815% of which is soil group C and 12.874178218500006% is soil group A. The remaining 59.8639738402% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 82.74816680679001 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",78.17 in,"[""78.17 in"", ""165.43 in"", ""9.99 in"", ""12.8 in""]","A. 78.17 in
B. 165.43 in
C. 9.99 in
D. 12.8 in
",A,correct_answer: A | diffused_answer: C | confused_answer: B | random_answer: D
q2_5,1628,Hydrology,Symbolic Extension,"{'open_space_percent': 64.0387992814, 'open_space_C_percent': 28.6939021188, 'rainfall': 93.55502959813, 'forest_percent': 35.9612007186, 'open_space_A_percent': 71.3060978812}","
A watershed is 64.0387992814% good condition open space/lawn, 28.6939021188% of which is soil group C and 71.3060978812% is soil group A. The remaining 35.9612007186% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 93.55502959813 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",85.29 in,"[""33.42 in"", ""65.37 in"", ""5.09 in"", ""85.29 in""]","A. 33.42 in
B. 65.37 in
C. 5.09 in
D. 85.29 in
",D,correct_answer: D | diffused_answer: B | confused_answer: C | random_answer: A
q2_6,1680,Hydrology,Symbolic Extension,"{'open_space_percent': 25.4670420501, 'open_space_C_percent': 60.2625255003, 'rainfall': 12.385581050990002, 'forest_percent': 74.5329579499, 'open_space_A_percent': 39.7374744997}","
A watershed is 25.4670420501% good condition open space/lawn, 60.2625255003% of which is soil group C and 39.7374744997% is soil group A. The remaining 74.5329579499% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 12.385581050990002 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",8.36 in,"[""39.27 in"", ""67.51 in"", ""8.36 in"", ""15.48 in""]","A. 39.27 in
B. 67.51 in
C. 8.36 in
D. 15.48 in
",C,correct_answer: C | diffused_answer: B | confused_answer: D | random_answer: A
q2_7,1734,Hydrology,Symbolic Extension,"{'open_space_percent': 41.2820959819, 'open_space_C_percent': 19.0385492061, 'rainfall': 50.35414539128001, 'forest_percent': 58.7179040181, 'open_space_A_percent': 80.9614507939}","
A watershed is 41.2820959819% good condition open space/lawn, 19.0385492061% of which is soil group C and 80.9614507939% is soil group A. The remaining 58.7179040181% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 50.35414539128001 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",43.61 in,"[""17.54 in"", ""0.44 in"", ""15.45 in"", ""43.61 in""]","A. 17.54 in
B. 0.44 in
C. 15.45 in
D. 43.61 in
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q2_8,1790,Hydrology,Symbolic Extension,"{'open_space_percent': 93.2727934469, 'open_space_C_percent': 62.6926894732, 'rainfall': 18.52319103225, 'forest_percent': 6.727206553100004, 'open_space_A_percent': 37.3073105268}","
A watershed is 93.2727934469% good condition open space/lawn, 62.6926894732% of which is soil group C and 37.3073105268% is soil group A. The remaining 6.727206553100004% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 18.52319103225 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",12.72 in,"[""12.72 in"", ""57.21 in"", ""12.86 in"", ""34.2 in""]","A. 12.72 in
B. 57.21 in
C. 12.86 in
D. 34.2 in
",A,correct_answer: A | diffused_answer: D | confused_answer: C | random_answer: B
q2_9,1848,Hydrology,Symbolic Extension,"{'open_space_percent': 91.0029263828, 'open_space_C_percent': 45.1113993194, 'rainfall': 73.58900945946, 'forest_percent': 8.997073617200002, 'open_space_A_percent': 54.8886006806}","
A watershed is 91.0029263828% good condition open space/lawn, 45.1113993194% of which is soil group C and 54.8886006806% is soil group A. The remaining 8.997073617200002% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 73.58900945946 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",65.07 in,"[""71.62 in"", ""39.77 in"", ""65.07 in"", ""24.09 in""]","A. 71.62 in
B. 39.77 in
C. 65.07 in
D. 24.09 in
",C,correct_answer: C | diffused_answer: B | confused_answer: A | random_answer: D
q2_10,45108,Hydrology,Symbolic Extension,"{'open_space_percent': 91.3978573008, 'open_space_C_percent': 90.5127701764, 'rainfall': 96.17653185681002, 'forest_percent': 8.602142699200002, 'open_space_A_percent': 9.487229823600003}","
A watershed is 91.3978573008% good condition open space/lawn, 90.5127701764% of which is soil group C and 9.487229823600003% is soil group A. The remaining 8.602142699200002% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 96.17653185681002 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",91.42 in,"[""4.28 in"", ""91.42 in"", ""68.18 in"", ""283.66 in""]","A. 4.28 in
B. 91.42 in
C. 68.18 in
D. 283.66 in
",B,correct_answer: B | diffused_answer: A | confused_answer: D | random_answer: C
q3_1,1061,Hydrology,Original,"{'intensity1': 2.0, 'intensity2': 4.5, 'intensity3': 5.0, 'intensity4': 9.0, 'intensity5': 8.0, 'intensity6': 7.0, 'intensity7': 3.5, 'intensity8': 3.0, 'CN': 57.0}","
The CN value of a watershed is 57.0, the following table summarizes the rainfall intensity during the storm event. 
Calculate the excessive precipitation for each time step (10 min interval).

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 2.0 |
| 10-20min | 4.5 |
| 20-30min | 5.0 |
| 30-40min | 9.0 |
| 40-50min | 8.0 |
| 50-60min | 7.0 |
| 60-70min | 3.5 |
| 70-80min | 3.0 |
    ","0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0209 in,
30-40min: 0.3851 in,
40-50min: 0.9741 in,
50-60min: 1.6257 in,
60-70min: 1.9874 in,
70-80min: 2.3133 in","[""0-10min: 0 in,\n10-20min: 0.0 in,\n20-30min: 0.2227 in,\n30-40min: 0.5198 in,\n40-50min: 0.6732 in,\n50-60min: 0.8913 in,\n60-70min: 1.5107 in,\n70-80min: 2.4147 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.0209 in,\n30-40min: 0.3851 in,\n40-50min: 0.9741 in,\n50-60min: 1.6257 in,\n60-70min: 1.9874 in,\n70-80min: 2.3133 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.0528 in,\n30-40min: 0.1754 in,\n40-50min: 0.7306 in,\n50-60min: 1.1045 in,\n60-70min: 1.5758 in,\n70-80min: 2.3133 in"", ""0-10min: -0.4212 in,\n10-20min: -44.2885 in,\n20-30min: 12.5382 in,\n30-40min: 13.1934 in,\n40-50min: 15.9435 in,\n50-60min: 18.6177 in,\n60-70min: 19.9945 in,\n70-80min: 21.1876 in""]","A. 0-10min: 0 in,
10-20min: 0.0 in,
20-30min: 0.2227 in,
30-40min: 0.5198 in,
40-50min: 0.6732 in,
50-60min: 0.8913 in,
60-70min: 1.5107 in,
70-80min: 2.4147 in
B. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0209 in,
30-40min: 0.3851 in,
40-50min: 0.9741 in,
50-60min: 1.6257 in,
60-70min: 1.9874 in,
70-80min: 2.3133 in
C. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0528 in,
30-40min: 0.1754 in,
40-50min: 0.7306 in,
50-60min: 1.1045 in,
60-70min: 1.5758 in,
70-80min: 2.3133 in
D. 0-10min: -0.4212 in,
10-20min: -44.2885 in,
20-30min: 12.5382 in,
30-40min: 13.1934 in,
40-50min: 15.9435 in,
50-60min: 18.6177 in,
60-70min: 19.9945 in,
70-80min: 21.1876 in
",B,correct_answer: B | diffused_answer: C | confused_answer: D | random_answer: A
