id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q2_1,541,Hydrology,Original,"{'open_space_percent': 80, 'open_space_C_percent': 40, 'open_space_A_percent': 60, 'forest_percent': 20, 'rainfall': 7.0}","
A watershed is 80% good condition open space/lawn, 40% of which is soil group C and 60% is soil group A. The remaining 20% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 7.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",2.31 in,"[""41.07 in"", ""53.37 in"", ""2.31 in"", ""7.77 in""]","A. 41.07 in
B. 53.37 in
C. 2.31 in
D. 7.77 in
",C,correct_answer: C | diffused_answer: B | confused_answer: D | random_answer: A
q2_2,1484,Hydrology,Symbolic Extension,"{'open_space_percent': 18, 'open_space_C_percent': 66, 'rainfall': 38.0, 'forest_percent': 82, 'open_space_A_percent': 34}","
A watershed is 18% good condition open space/lawn, 66% of which is soil group C and 34% is soil group A. The remaining 82% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 38.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",33.51 in,"[""33.51 in"", ""90.01 in"", ""100.53 in"", ""73.59 in""]","A. 33.51 in
B. 90.01 in
C. 100.53 in
D. 73.59 in
",A,correct_answer: A | diffused_answer: D | X3 (confused_unsuccessful): C | random_answer: B
q2_3,1530,Hydrology,Symbolic Extension,"{'open_space_percent': 4, 'open_space_C_percent': 59, 'rainfall': 27.6, 'forest_percent': 96, 'open_space_A_percent': 41}","
A watershed is 4% good condition open space/lawn, 59% of which is soil group C and 41% is soil group A. The remaining 96% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 27.6 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",23.51 in,"[""41.96 in"", ""0.6 in"", ""51.04 in"", ""23.51 in""]","A. 41.96 in
B. 0.6 in
C. 51.04 in
D. 23.51 in
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q2_4,1578,Hydrology,Symbolic Extension,"{'open_space_percent': 57, 'open_space_C_percent': 46, 'rainfall': 87.6, 'forest_percent': 43, 'open_space_A_percent': 54}","
A watershed is 57% good condition open space/lawn, 46% of which is soil group C and 54% is soil group A. The remaining 43% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 87.6 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",80.87 in,"[""80.87 in"", ""174.46 in"", ""47.85 in"", ""16.2 in""]","A. 80.87 in
B. 174.46 in
C. 47.85 in
D. 16.2 in
",A,correct_answer: A | diffused_answer: C | confused_answer: B | random_answer: D
q2_5,1628,Hydrology,Symbolic Extension,"{'open_space_percent': 13, 'open_space_C_percent': 74, 'rainfall': 82.7, 'forest_percent': 87, 'open_space_A_percent': 26}","
A watershed is 13% good condition open space/lawn, 74% of which is soil group C and 26% is soil group A. The remaining 87% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 82.7 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",78.2 in,"[""0.1 in"", ""20.75 in"", ""5.02 in"", ""78.2 in""]","A. 0.1 in
B. 20.75 in
C. 5.02 in
D. 78.2 in
",D,correct_answer: D | diffused_answer: B | confused_answer: C | random_answer: A
q2_6,1680,Hydrology,Symbolic Extension,"{'open_space_percent': 37, 'open_space_C_percent': 29, 'rainfall': 31.7, 'forest_percent': 63, 'open_space_A_percent': 71}","
A watershed is 37% good condition open space/lawn, 29% of which is soil group C and 71% is soil group A. The remaining 63% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 31.7 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",25.86 in,"[""2.33 in"", ""57.79 in"", ""25.86 in"", ""43.44 in""]","A. 2.33 in
B. 57.79 in
C. 25.86 in
D. 43.44 in
",C,correct_answer: C | diffused_answer: B | confused_answer: D | random_answer: A
q2_7,1734,Hydrology,Symbolic Extension,"{'open_space_percent': 15, 'open_space_C_percent': 48, 'rainfall': 33.5, 'forest_percent': 85, 'open_space_A_percent': 52}","
A watershed is 15% good condition open space/lawn, 48% of which is soil group C and 52% is soil group A. The remaining 85% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 33.5 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",28.94 in,"[""43.25 in"", ""0.58 in"", ""42.07 in"", ""28.94 in""]","A. 43.25 in
B. 0.58 in
C. 42.07 in
D. 28.94 in
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q2_8,1790,Hydrology,Symbolic Extension,"{'open_space_percent': 21, 'open_space_C_percent': 72, 'rainfall': 80.6, 'forest_percent': 79, 'open_space_A_percent': 28}","
A watershed is 21% good condition open space/lawn, 72% of which is soil group C and 28% is soil group A. The remaining 79% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 80.6 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",75.93 in,"[""75.93 in"", ""3.48 in"", ""76.11 in"", ""20.97 in""]","A. 75.93 in
B. 3.48 in
C. 76.11 in
D. 20.97 in
",A,correct_answer: A | diffused_answer: D | confused_answer: C | random_answer: B
q2_9,1848,Hydrology,Symbolic Extension,"{'open_space_percent': 61, 'open_space_C_percent': 4, 'rainfall': 42.1, 'forest_percent': 39, 'open_space_A_percent': 96}","
A watershed is 61% good condition open space/lawn, 4% of which is soil group C and 96% is soil group A. The remaining 39% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 42.1 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",33.09 in,"[""35.04 in"", ""0.61 in"", ""33.09 in"", ""84.26 in""]","A. 35.04 in
B. 0.61 in
C. 33.09 in
D. 84.26 in
",C,correct_answer: C | diffused_answer: B | confused_answer: A | random_answer: D
q2_10,45108,Hydrology,Symbolic Extension,"{'open_space_percent': 94, 'open_space_C_percent': 33, 'rainfall': 61.1, 'forest_percent': 6, 'open_space_A_percent': 67}","
A watershed is 94% good condition open space/lawn, 33% of which is soil group C and 67% is soil group A. The remaining 6% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 61.1 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",51.23 in,"[""51.79 in"", ""51.23 in"", ""26.75 in"", ""172.63 in""]","A. 51.79 in
B. 51.23 in
C. 26.75 in
D. 172.63 in
",B,correct_answer: B | diffused_answer: A | confused_answer: D | random_answer: C
q3_1,1061,Hydrology,Original,"{'intensity1': 2.0, 'intensity2': 4.5, 'intensity3': 5.0, 'intensity4': 9.0, 'intensity5': 8.0, 'intensity6': 7.0, 'intensity7': 3.5, 'intensity8': 3.0, 'CN': 57.0}","
The CN value of a watershed is 57.0, the following table summarizes the rainfall intensity during the storm event. 
Calculate the excessive precipitation for each time step (10 min interval).

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 2.0 |
| 10-20min | 4.5 |
| 20-30min | 5.0 |
| 30-40min | 9.0 |
| 40-50min | 8.0 |
| 50-60min | 7.0 |
| 60-70min | 3.5 |
| 70-80min | 3.0 |
    ","0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.02 in,
30-40min: 0.39 in,
40-50min: 0.97 in,
50-60min: 1.63 in,
60-70min: 1.99 in,
70-80min: 2.31 in","[""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.02 in,\n30-40min: 0.1 in,\n40-50min: 0.12 in,\n50-60min: 0.55 in,\n60-70min: 0.93 in,\n70-80min: 1.65 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.02 in,\n30-40min: 0.39 in,\n40-50min: 0.97 in,\n50-60min: 1.63 in,\n60-70min: 1.99 in,\n70-80min: 2.31 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.05 in,\n30-40min: 0.18 in,\n40-50min: 0.73 in,\n50-60min: 1.1 in,\n60-70min: 1.58 in,\n70-80min: 2.31 in"", ""0-10min: -0.42 in,\n10-20min: -44.29 in,\n20-30min: 12.54 in,\n30-40min: 13.19 in,\n40-50min: 15.94 in,\n50-60min: 18.62 in,\n60-70min: 19.99 in,\n70-80min: 21.19 in""]","A. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.02 in,
30-40min: 0.1 in,
40-50min: 0.12 in,
50-60min: 0.55 in,
60-70min: 0.93 in,
70-80min: 1.65 in
B. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.02 in,
30-40min: 0.39 in,
40-50min: 0.97 in,
50-60min: 1.63 in,
60-70min: 1.99 in,
70-80min: 2.31 in
C. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.05 in,
30-40min: 0.18 in,
40-50min: 0.73 in,
50-60min: 1.1 in,
60-70min: 1.58 in,
70-80min: 2.31 in
D. 0-10min: -0.42 in,
10-20min: -44.29 in,
20-30min: 12.54 in,
30-40min: 13.19 in,
40-50min: 15.94 in,
50-60min: 18.62 in,
60-70min: 19.99 in,
70-80min: 21.19 in
",B,correct_answer: B | diffused_answer: C | confused_answer: D | random_answer: A
q3_2,2024,Hydrology,Symbolic Extension,"{'intensity1': 6.0, 'intensity2': 2.3, 'intensity3': 9.3, 'intensity4': 7.4, 'intensity5': 3.8, 'intensity6': 2.5, 'intensity7': 9.2, 'intensity8': 5.2, 'CN': 63.0}","
The CN value of a watershed is 63.0, the following table summarizes the rainfall intensity during the storm event. 
Calculate the excessive precipitation for each time step (10 min interval).

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 6.0 |
| 10-20min | 2.3 |
| 20-30min | 9.3 |
| 30-40min | 7.4 |
| 40-50min | 3.8 |
| 50-60min | 2.5 |
| 60-70min | 9.2 |
| 70-80min | 5.2 |
    ","0-10min: 0 in,
10-20min: 0.01 in,
20-30min: 0.41 in,
30-40min: 1.01 in,
40-50min: 1.38 in,
50-60min: 1.65 in,
60-70min: 2.72 in,
70-80min: 3.37 in","[""0-10min: 16.67 in,\n10-20min: 9.06 in,\n20-30min: 9.35 in,\n30-40min: 11.45 in,\n40-50min: 12.61 in,\n50-60min: 13.39 in,\n60-70min: 16.34 in,\n70-80min: 18.02 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0 in,\n40-50min: 0 in,\n50-60min: 0 in,\n60-70min: 0 in,\n70-80min: 0 in"", ""0-10min: 0 in,\n10-20min: 0.01 in,\n20-30min: 0.41 in,\n30-40min: 1.01 in,\n40-50min: 1.38 in,\n50-60min: 1.65 in,\n60-70min: 2.72 in,\n70-80min: 3.37 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0.01 in,\n40-50min: 0.16 in,\n50-60min: 0.29 in,\n60-70min: 0.58 in,\n70-80min: 1.12 in""]","A. 0-10min: 16.67 in,
10-20min: 9.06 in,
20-30min: 9.35 in,
30-40min: 11.45 in,
40-50min: 12.61 in,
50-60min: 13.39 in,
60-70min: 16.34 in,
70-80min: 18.02 in
B. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0 in,
30-40min: 0 in,
40-50min: 0 in,
50-60min: 0 in,
60-70min: 0 in,
70-80min: 0 in
C. 0-10min: 0 in,
10-20min: 0.01 in,
20-30min: 0.41 in,
30-40min: 1.01 in,
40-50min: 1.38 in,
50-60min: 1.65 in,
60-70min: 2.72 in,
70-80min: 3.37 in
D. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0 in,
30-40min: 0.01 in,
40-50min: 0.16 in,
50-60min: 0.29 in,
60-70min: 0.58 in,
70-80min: 1.12 in
",C,correct_answer: C | diffused_answer: B | confused_answer: A | random_answer: D
