id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q2_1,541,Hydrology,Original,"{'open_space_percent': 80, 'open_space_C_percent': 40, 'open_space_A_percent': 60, 'forest_percent': 20, 'rainfall': 7.0}","
A watershed is 80% good condition open space/lawn, 40% of which is soil group C and 60% is soil group A. The remaining 20% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 7.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",2.31 in,"[""75.83 in"", ""53.37 in"", ""2.31 in"", ""7.77 in""]","A. 75.83 in
B. 53.37 in
C. 2.31 in
D. 7.77 in
",C,correct_answer: C | diffused_answer: B | confused_answer: D | random_answer: A
q2_2,1484,Hydrology,Symbolic Extension,"{'open_space_percent': 30.0, 'open_space_C_percent': 90.0, 'rainfall': 60.0, 'forest_percent': 70.0, 'open_space_A_percent': 10.0}","
A watershed is 30.0% good condition open space/lawn, 90.0% of which is soil group C and 10.0% is soil group A. The remaining 70.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 60.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",55.62 in,"[""55.62 in"", ""6.73 in"", ""166.87 in"", ""65.27 in""]","A. 55.62 in
B. 6.73 in
C. 166.87 in
D. 65.27 in
",A,correct_answer: A | diffused_answer: D | X3 (confused_unsuccessful): C | random_answer: B
q2_3,1530,Hydrology,Symbolic Extension,"{'open_space_percent': 10.0, 'open_space_C_percent': 80.0, 'rainfall': 50.0, 'forest_percent': 90.0, 'open_space_A_percent': 20.0}","
A watershed is 10.0% good condition open space/lawn, 80.0% of which is soil group C and 20.0% is soil group A. The remaining 90.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 50.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",45.7 in,"[""72.23 in"", ""1.76 in"", ""74.42 in"", ""45.7 in""]","A. 72.23 in
B. 1.76 in
C. 74.42 in
D. 45.7 in
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q2_4,1578,Hydrology,Symbolic Extension,"{'open_space_percent': 80.0, 'open_space_C_percent': 60.0, 'rainfall': 80.0, 'forest_percent': 20.0, 'open_space_A_percent': 40.0}","
A watershed is 80.0% good condition open space/lawn, 60.0% of which is soil group C and 40.0% is soil group A. The remaining 20.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 80.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",73.25 in,"[""73.25 in"", ""161.16 in"", ""33.63 in"", ""35.92 in""]","A. 73.25 in
B. 161.16 in
C. 33.63 in
D. 35.92 in
",A,correct_answer: A | diffused_answer: C | confused_answer: B | random_answer: D
q2_5,1628,Hydrology,Symbolic Extension,"{'open_space_percent': 20.0, 'open_space_C_percent': 100.0, 'rainfall': 50.0, 'forest_percent': 80.0, 'open_space_A_percent': 0.0}","
A watershed is 20.0% good condition open space/lawn, 100.0% of which is soil group C and 0.0% is soil group A. The remaining 80.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 50.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",45.86 in,"[""6.46 in"", ""0.14 in"", ""2.28 in"", ""45.86 in""]","A. 6.46 in
B. 0.14 in
C. 2.28 in
D. 45.86 in
",D,correct_answer: D | diffused_answer: B | confused_answer: C | random_answer: A
q2_6,1680,Hydrology,Symbolic Extension,"{'open_space_percent': 50.0, 'open_space_C_percent': 40.0, 'rainfall': 50.0, 'forest_percent': 50.0, 'open_space_A_percent': 60.0}","
A watershed is 50.0% good condition open space/lawn, 40.0% of which is soil group C and 60.0% is soil group A. The remaining 50.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 50.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",43.58 in,"[""13.53 in"", ""44.75 in"", ""43.58 in"", ""71.39 in""]","A. 13.53 in
B. 44.75 in
C. 43.58 in
D. 71.39 in
",C,correct_answer: C | diffused_answer: B | confused_answer: D | random_answer: A
q2_7,1734,Hydrology,Symbolic Extension,"{'open_space_percent': 20.0, 'open_space_C_percent': 70.0, 'rainfall': 60.0, 'forest_percent': 80.0, 'open_space_A_percent': 30.0}","
A watershed is 20.0% good condition open space/lawn, 70.0% of which is soil group C and 30.0% is soil group A. The remaining 80.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 60.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",55.38 in,"[""75.89 in"", ""1.89 in"", ""60.91 in"", ""55.38 in""]","A. 75.89 in
B. 1.89 in
C. 60.91 in
D. 55.38 in
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q2_8,1790,Hydrology,Symbolic Extension,"{'open_space_percent': 30.0, 'open_space_C_percent': 100.0, 'rainfall': 50.0, 'forest_percent': 70.0, 'open_space_A_percent': 0.0}","
A watershed is 30.0% good condition open space/lawn, 100.0% of which is soil group C and 0.0% is soil group A. The remaining 70.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 50.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",45.88 in,"[""45.88 in"", ""38.23 in"", ""45.86 in"", ""0.26 in""]","A. 45.88 in
B. 38.23 in
C. 45.86 in
D. 0.26 in
",A,correct_answer: A | diffused_answer: D | confused_answer: C | random_answer: B
q2_9,1848,Hydrology,Symbolic Extension,"{'open_space_percent': 80.0, 'open_space_C_percent': 10.0, 'rainfall': 70.0, 'forest_percent': 20.0, 'open_space_A_percent': 90.0}","
A watershed is 80.0% good condition open space/lawn, 10.0% of which is soil group C and 90.0% is soil group A. The remaining 20.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 70.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",58.73 in,"[""61.88 in"", ""5.69 in"", ""58.73 in"", ""32.69 in""]","A. 61.88 in
B. 5.69 in
C. 58.73 in
D. 32.69 in
",C,correct_answer: C | diffused_answer: B | confused_answer: A | random_answer: D
q2_10,45108,Hydrology,Symbolic Extension,"{'open_space_percent': 50.0, 'open_space_C_percent': 100.0, 'rainfall': 30.0, 'forest_percent': 50.0, 'open_space_A_percent': 0.0}","
A watershed is 50.0% good condition open space/lawn, 100.0% of which is soil group C and 0.0% is soil group A. The remaining 50.0% of the watershed is fairly covered forest land with soil group C. The curve numbers for different soil conditions are tabulated below. Use the SCS Method to estimate the excessive precipitation for a total of 30.0 inches of rainfall in this watershed. State clearly all your assumptions. With normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |
        ",26.07 in,"[""0.27 in"", ""26.07 in"", ""52.03 in"", ""85.81 in""]","A. 0.27 in
B. 26.07 in
C. 52.03 in
D. 85.81 in
",B,correct_answer: B | diffused_answer: A | confused_answer: D | random_answer: C
q3_1,1061,Hydrology,Original,"{'intensity1': 2.0, 'intensity2': 4.5, 'intensity3': 5.0, 'intensity4': 9.0, 'intensity5': 8.0, 'intensity6': 7.0, 'intensity7': 3.5, 'intensity8': 3.0, 'CN': 57.0}","
The CN value of a watershed is 57.0, the following table summarizes the rainfall intensity during the storm event. 
Calculate the excessive precipitation for each time step (10 min interval).

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 2.0 |
| 10-20min | 4.5 |
| 20-30min | 5.0 |
| 30-40min | 9.0 |
| 40-50min | 8.0 |
| 50-60min | 7.0 |
| 60-70min | 3.5 |
| 70-80min | 3.0 |
    ","0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0209 in,
30-40min: 0.3851 in,
40-50min: 0.9741 in,
50-60min: 1.6257 in,
60-70min: 1.9874 in,
70-80min: 2.3133 in","[""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.0 in,\n30-40min: 0.0439 in,\n40-50min: 0.0625 in,\n50-60min: 0.2735 in,\n60-70min: 0.4025 in,\n70-80min: 0.5 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.0209 in,\n30-40min: 0.3851 in,\n40-50min: 0.9741 in,\n50-60min: 1.6257 in,\n60-70min: 1.9874 in,\n70-80min: 2.3133 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.0528 in,\n30-40min: 0.1754 in,\n40-50min: 0.7306 in,\n50-60min: 1.1045 in,\n60-70min: 1.5758 in,\n70-80min: 2.3133 in"", ""0-10min: -0.4212 in,\n10-20min: -44.2885 in,\n20-30min: 12.5382 in,\n30-40min: 13.1934 in,\n40-50min: 15.9435 in,\n50-60min: 18.6177 in,\n60-70min: 19.9945 in,\n70-80min: 21.1876 in""]","A. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0 in,
30-40min: 0.0439 in,
40-50min: 0.0625 in,
50-60min: 0.2735 in,
60-70min: 0.4025 in,
70-80min: 0.5 in
B. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0209 in,
30-40min: 0.3851 in,
40-50min: 0.9741 in,
50-60min: 1.6257 in,
60-70min: 1.9874 in,
70-80min: 2.3133 in
C. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0528 in,
30-40min: 0.1754 in,
40-50min: 0.7306 in,
50-60min: 1.1045 in,
60-70min: 1.5758 in,
70-80min: 2.3133 in
D. 0-10min: -0.4212 in,
10-20min: -44.2885 in,
20-30min: 12.5382 in,
30-40min: 13.1934 in,
40-50min: 15.9435 in,
50-60min: 18.6177 in,
60-70min: 19.9945 in,
70-80min: 21.1876 in
",B,correct_answer: B | diffused_answer: C | confused_answer: D | random_answer: A
q3_2,2024,Hydrology,Symbolic Extension,"{'intensity1': 8.0, 'intensity2': 3.0, 'intensity3': 10.0, 'intensity4': 5.0, 'intensity5': 4.0, 'intensity6': 7.0, 'intensity7': 5.0, 'intensity8': 9.0, 'CN': 40.0}","
The CN value of a watershed is 40.0, the following table summarizes the rainfall intensity during the storm event. 
Calculate the excessive precipitation for each time step (10 min interval).

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 8.0 |
| 10-20min | 3.0 |
| 20-30min | 10.0 |
| 30-40min | 5.0 |
| 40-50min | 4.0 |
| 50-60min | 7.0 |
| 60-70min | 5.0 |
| 70-80min | 9.0 |
    ","0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0161 in,
30-40min: 0.1088 in,
40-50min: 0.2353 in,
50-60min: 0.552 in,
60-70min: 0.8421 in,
70-80min: 1.4756 in","[""0-10min: 1.006 in,\n10-20min: 1.7696 in,\n20-30min: 4.6944 in,\n30-40min: 6.2526 in,\n40-50min: 7.5208 in,\n50-60min: 9.7694 in,\n60-70min: 11.3906 in,\n70-80min: 14.3289 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0 in,\n40-50min: 0 in,\n50-60min: 0 in,\n60-70min: 0 in,\n70-80min: 0 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.0161 in,\n30-40min: 0.1088 in,\n40-50min: 0.2353 in,\n50-60min: 0.552 in,\n60-70min: 0.8421 in,\n70-80min: 1.4756 in"", ""0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0.0105 in,\n40-50min: 0.1579 in,\n50-60min: 0.1841 in,\n60-70min: 0.2419 in,\n70-80min: 0.3418 in""]","A. 0-10min: 1.006 in,
10-20min: 1.7696 in,
20-30min: 4.6944 in,
30-40min: 6.2526 in,
40-50min: 7.5208 in,
50-60min: 9.7694 in,
60-70min: 11.3906 in,
70-80min: 14.3289 in
B. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0 in,
30-40min: 0 in,
40-50min: 0 in,
50-60min: 0 in,
60-70min: 0 in,
70-80min: 0 in
C. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0.0161 in,
30-40min: 0.1088 in,
40-50min: 0.2353 in,
50-60min: 0.552 in,
60-70min: 0.8421 in,
70-80min: 1.4756 in
D. 0-10min: 0 in,
10-20min: 0 in,
20-30min: 0 in,
30-40min: 0.0105 in,
40-50min: 0.1579 in,
50-60min: 0.1841 in,
60-70min: 0.2419 in,
70-80min: 0.3418 in
",C,correct_answer: C | diffused_answer: B | confused_answer: A | random_answer: D
