id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q1_11,13330,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 3, 'k': 0.1, 't1': 1.0, 't2': 6.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 3 cm/hr, and the time constant, k is 0.1 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=1.0 hr and t=6.0 hr;

(2) The total volume of infiltration between t=1.0 hr and t=6.0 hr.
        ","(1): 9.334 cm/hr,
6.842 cm/hr,
(2): 39.922 cm","[""(1): 5.846 cm/hr,\n3.078 cm/hr,\n(2): 15.076 cm"", ""(1): 9.334 cm/hr,\n6.842 cm/hr,\n(2): 39.922 cm"", ""(1): 3.0 cm/hr,\n2.264 cm/hr,\n(2): -17.626 cm"", ""(1): 13.328 cm/hr,\n6.111 cm/hr,\n(2): 72.117 cm""]","A. (1): 5.846 cm/hr,
3.078 cm/hr,
(2): 15.076 cm
B. (1): 9.334 cm/hr,
6.842 cm/hr,
(2): 39.922 cm
C. (1): 3.0 cm/hr,
2.264 cm/hr,
(2): -17.626 cm
D. (1): 13.328 cm/hr,
6.111 cm/hr,
(2): 72.117 cm
",B,correct_answer: B | diffused_answer: C | confused_answer: D | random_answer: A
q1_12,13554,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 3, 'k': 0.4, 't1': 1.0, 't2': 7.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 3 cm/hr, and the time constant, k is 0.4 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=1.0 hr and t=7.0 hr;

(2) The total volume of infiltration between t=1.0 hr and t=7.0 hr.
        ","(1): 14.395 cm/hr,
4.034 cm/hr,
(2): 43.904 cm","[""(1): 19.625 cm/hr,\n3.001 cm/hr,\n(2): 59.781 cm"", ""(1): 14.395 cm/hr,\n4.034 cm/hr,\n(2): 43.904 cm"", ""(1): 6.999 cm/hr,\n7.0 cm/hr,\n(2): 4.2 cm"", ""(1): 2.016 cm/hr,\n2.001 cm/hr,\n(2): 6.016 cm""]","A. (1): 19.625 cm/hr,
3.001 cm/hr,
(2): 59.781 cm
B. (1): 14.395 cm/hr,
4.034 cm/hr,
(2): 43.904 cm
C. (1): 6.999 cm/hr,
7.0 cm/hr,
(2): 4.2 cm
D. (1): 2.016 cm/hr,
2.001 cm/hr,
(2): 6.016 cm
",B,correct_answer: B | diffused_answer: C | confused_answer: A | random_answer: D
q1_13,13780,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 2, 'k': 0.2, 't1': 8.0, 't2': 10.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 2 cm/hr, and the time constant, k is 0.2 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=8.0 hr and t=10.0 hr;

(2) The total volume of infiltration between t=8.0 hr and t=10.0 hr.
        ","(1): 5.634 cm/hr,
4.436 cm/hr,
(2): 9.991 cm","[""(1): 7.89 cm/hr,\n8.0 cm/hr,\n(2): 78.395 cm"", ""(1): 15.055 cm/hr,\n5.275 cm/hr,\n(2): 69.45 cm"", ""(1): 5.634 cm/hr,\n4.436 cm/hr,\n(2): 9.991 cm"", ""(1): 2.33 cm/hr,\n4.436 cm/hr,\n(2): -30.532 cm""]","A. (1): 7.89 cm/hr,
8.0 cm/hr,
(2): 78.395 cm
B. (1): 15.055 cm/hr,
5.275 cm/hr,
(2): 69.45 cm
C. (1): 5.634 cm/hr,
4.436 cm/hr,
(2): 9.991 cm
D. (1): 2.33 cm/hr,
4.436 cm/hr,
(2): -30.532 cm
",C,correct_answer: C | diffused_answer: A | confused_answer: D | random_answer: B
q1_14,14008,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 3, 'k': 0.8, 't1': 3.0, 't2': 5.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 3 cm/hr, and the time constant, k is 0.8 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.0 hr and t=5.0 hr;

(2) The total volume of infiltration between t=3.0 hr and t=5.0 hr.
        ","(1): 4.542 cm/hr,
3.311 cm/hr,
(2): 7.539 cm","[""(1): 11.653 cm/hr,\n8.306 cm/hr,\n(2): 9.868 cm"", ""(1): 9.239 cm/hr,\n6.852 cm/hr,\n(2): 31.865 cm"", ""(1): 4.542 cm/hr,\n3.311 cm/hr,\n(2): 7.539 cm"", ""(1): 5.0 cm/hr,\n4.819 cm/hr,\n(2): -84.773 cm""]","A. (1): 11.653 cm/hr,
8.306 cm/hr,
(2): 9.868 cm
B. (1): 9.239 cm/hr,
6.852 cm/hr,
(2): 31.865 cm
C. (1): 4.542 cm/hr,
3.311 cm/hr,
(2): 7.539 cm
D. (1): 5.0 cm/hr,
4.819 cm/hr,
(2): -84.773 cm
",C,correct_answer: C | diffused_answer: D | confused_answer: A | random_answer: B
q1_15,14238,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 3, 'k': 1.0, 't1': 2.0, 't2': 8.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 3 cm/hr, and the time constant, k is 1.0 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=8.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=8.0 hr.
        ","(1): 5.301 cm/hr,
3.006 cm/hr,
(2): 20.295 cm","[""(1): 3.0 cm/hr,\n3.677 cm/hr,\n(2): -57.338 cm"", ""(1): 7.483 cm/hr,\n7.247 cm/hr,\n(2): 7.363 cm"", ""(1): 5.301 cm/hr,\n3.006 cm/hr,\n(2): 20.295 cm"", ""(1): 4.344 cm/hr,\n3.0 cm/hr,\n(2): 30.896 cm""]","A. (1): 3.0 cm/hr,
3.677 cm/hr,
(2): -57.338 cm
B. (1): 7.483 cm/hr,
7.247 cm/hr,
(2): 7.363 cm
C. (1): 5.301 cm/hr,
3.006 cm/hr,
(2): 20.295 cm
D. (1): 4.344 cm/hr,
3.0 cm/hr,
(2): 30.896 cm
",C,correct_answer: C | diffused_answer: A | confused_answer: D | random_answer: B
q1_16,14470,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 5, 'k': 0.7, 't1': 2.0, 't2': 5.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 5 cm/hr, and the time constant, k is 0.7 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=5.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=5.0 hr.
        ","(1): 8.699 cm/hr,
5.453 cm/hr,
(2): 19.637 cm","[""(1): 8.699 cm/hr,\n5.453 cm/hr,\n(2): 19.637 cm"", ""(1): 8.699 cm/hr,\n5.001 cm/hr,\n(2): 23.349 cm"", ""(1): 5.611 cm/hr,\n5.025 cm/hr,\n(2): 20.733 cm"", ""(1): 5.453 cm/hr,\n5.002 cm/hr,\n(2): 38.144 cm""]","A. (1): 8.699 cm/hr,
5.453 cm/hr,
(2): 19.637 cm
B. (1): 8.699 cm/hr,
5.001 cm/hr,
(2): 23.349 cm
C. (1): 5.611 cm/hr,
5.025 cm/hr,
(2): 20.733 cm
D. (1): 5.453 cm/hr,
5.002 cm/hr,
(2): 38.144 cm
",A,correct_answer: A | diffused_answer: B | confused_answer: D | random_answer: C
q1_17,14704,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 3, 'k': 0.5, 't1': 2.0, 't2': 8.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 3 cm/hr, and the time constant, k is 0.5 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=8.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=8.0 hr.
        ","(1): 5.575 cm/hr,
3.128 cm/hr,
(2): 22.894 cm","[""(1): 5.082 cm/hr,\n3.063 cm/hr,\n(2): 17.884 cm"", ""(1): 3.014 cm/hr,\n3.0 cm/hr,\n(2): 45.011 cm"", ""(1): 0.5 cm/hr,\n0.5 cm/hr,\n(2): -1.0 cm"", ""(1): 5.575 cm/hr,\n3.128 cm/hr,\n(2): 22.894 cm""]","A. (1): 5.082 cm/hr,
3.063 cm/hr,
(2): 17.884 cm
B. (1): 3.014 cm/hr,
3.0 cm/hr,
(2): 45.011 cm
C. (1): 0.5 cm/hr,
0.5 cm/hr,
(2): -1.0 cm
D. (1): 5.575 cm/hr,
3.128 cm/hr,
(2): 22.894 cm
",D,correct_answer: D | diffused_answer: C | confused_answer: B | random_answer: A
q1_18,14940,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 4, 'k': 0.6, 't1': 5.0, 't2': 8.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 4 cm/hr, and the time constant, k is 0.6 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=5.0 hr and t=8.0 hr;

(2) The total volume of infiltration between t=5.0 hr and t=8.0 hr.
        ","(1): 4.797 cm/hr,
4.132 cm/hr,
(2): 13.108 cm","[""(1): 4.797 cm/hr,\n4.132 cm/hr,\n(2): 13.108 cm"", ""(1): 3.947 cm/hr,\n3.047 cm/hr,\n(2): 9.9 cm"", ""(1): 4.0 cm/hr,\n4.132 cm/hr,\n(2): -17.616 cm"", ""(1): 6.028 cm/hr,\n6.0 cm/hr,\n(2): 27.031 cm""]","A. (1): 4.797 cm/hr,
4.132 cm/hr,
(2): 13.108 cm
B. (1): 3.947 cm/hr,
3.047 cm/hr,
(2): 9.9 cm
C. (1): 4.0 cm/hr,
4.132 cm/hr,
(2): -17.616 cm
D. (1): 6.028 cm/hr,
6.0 cm/hr,
(2): 27.031 cm
",A,correct_answer: A | diffused_answer: C | confused_answer: D | random_answer: B
q1_19,15178,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 2, 'k': 1.0, 't1': 1.0, 't2': 3.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 2 cm/hr, and the time constant, k is 1.0 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=1.0 hr and t=3.0 hr;

(2) The total volume of infiltration between t=1.0 hr and t=3.0 hr.
        ","(1): 8.622 cm/hr,
2.896 cm/hr,
(2): 9.726 cm","[""(1): 8.622 cm/hr,\n2.896 cm/hr,\n(2): 9.726 cm"", ""(1): 4.943 cm/hr,\n2.398 cm/hr,\n(2): 6.545 cm"", ""(1): 9.144 cm/hr,\n7.667 cm/hr,\n(2): 16.762 cm"", ""(1): 9.254 cm/hr,\n5.301 cm/hr,\n(2): 6.953 cm""]","A. (1): 8.622 cm/hr,
2.896 cm/hr,
(2): 9.726 cm
B. (1): 4.943 cm/hr,
2.398 cm/hr,
(2): 6.545 cm
C. (1): 9.144 cm/hr,
7.667 cm/hr,
(2): 16.762 cm
D. (1): 9.254 cm/hr,
5.301 cm/hr,
(2): 6.953 cm
",A,correct_answer: A | diffused_answer: D | confused_answer: B | random_answer: C
q1_20,15418,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 5, 'k': 0.6, 't1': 6.0, 't2': 8.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 5 cm/hr, and the time constant, k is 0.6 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=6.0 hr and t=8.0 hr;

(2) The total volume of infiltration between t=6.0 hr and t=8.0 hr.
        ","(1): 5.137 cm/hr,
5.041 cm/hr,
(2): 10.159 cm","[""(1): 5.137 cm/hr,\n5.041 cm/hr,\n(2): 10.159 cm"", ""(1): 8.347 cm/hr,\n6.231 cm/hr,\n(2): 14.231 cm"", ""(1): 5.0 cm/hr,\n5.0 cm/hr,\n(2): 25.0 cm"", ""(1): 8.055 cm/hr,\n8.0 cm/hr,\n(2): 35.209 cm""]","A. (1): 5.137 cm/hr,
5.041 cm/hr,
(2): 10.159 cm
B. (1): 8.347 cm/hr,
6.231 cm/hr,
(2): 14.231 cm
C. (1): 5.0 cm/hr,
5.0 cm/hr,
(2): 25.0 cm
D. (1): 8.055 cm/hr,
8.0 cm/hr,
(2): 35.209 cm
",A,correct_answer: A | diffused_answer: D | confused_answer: C | random_answer: B
q1_21,15660,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 3, 'k': 0.4, 't1': 5.0, 't2': 6.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 3 cm/hr, and the time constant, k is 0.4 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=5.0 hr and t=6.0 hr;

(2) The total volume of infiltration between t=5.0 hr and t=6.0 hr.
        ","(1): 3.947 cm/hr,
3.635 cm/hr,
(2): 3.781 cm","[""(1): 6.0 cm/hr,\n6.0 cm/hr,\n(2): 12.0 cm"", ""(1): 6.005 cm/hr,\n6.001 cm/hr,\n(2): 12.005 cm"", ""(1): 3.947 cm/hr,\n3.635 cm/hr,\n(2): 3.781 cm"", ""(1): 5.846 cm/hr,\n3.857 cm/hr,\n(2): 18.629 cm""]","A. (1): 6.0 cm/hr,
6.0 cm/hr,
(2): 12.0 cm
B. (1): 6.005 cm/hr,
6.001 cm/hr,
(2): 12.005 cm
C. (1): 3.947 cm/hr,
3.635 cm/hr,
(2): 3.781 cm
D. (1): 5.846 cm/hr,
3.857 cm/hr,
(2): 18.629 cm
",C,correct_answer: C | diffused_answer: A | confused_answer: B | random_answer: D
q1_22,15904,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 5, 'k': 0.4, 't1': 4.0, 't2': 8.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 5 cm/hr, and the time constant, k is 0.4 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=4.0 hr and t=8.0 hr;

(2) The total volume of infiltration between t=4.0 hr and t=8.0 hr.
        ","(1): 6.009 cm/hr,
5.204 cm/hr,
(2): 22.014 cm","[""(1): 4.544 cm/hr,\n4.299 cm/hr,\n(2): 4.409 cm"", ""(1): 6.009 cm/hr,\n5.204 cm/hr,\n(2): 22.014 cm"", ""(1): 5.0 cm/hr,\n5.0 cm/hr,\n(2): 0.0 cm"", ""(1): 4.0 cm/hr,\n4.0 cm/hr,\n(2): -12.0 cm""]","A. (1): 4.544 cm/hr,
4.299 cm/hr,
(2): 4.409 cm
B. (1): 6.009 cm/hr,
5.204 cm/hr,
(2): 22.014 cm
C. (1): 5.0 cm/hr,
5.0 cm/hr,
(2): 0.0 cm
D. (1): 4.0 cm/hr,
4.0 cm/hr,
(2): -12.0 cm
",B,correct_answer: B | diffused_answer: D | confused_answer: C | random_answer: A
