answer,correct_option,id,options,problem,type
-0.44 m/km,B,MCQ_15_11,"['1.41 m/km', '-0.44 m/km', '0.29 m/km', '-0.38 m/km']","An airplane traveling on a heading of 55° (meaning 55° east of north) with an airspeed of 250 m/s is moving relative to the ground directly east (90°) at 275 m/s. Given that the plane maintains constant pressure, what is the rate at which its altitude changes (in meters per kilometer of horizontal travel) under the assumption of a steady pressure field, geostrophic winds, and f=3e-05 s^-1?",Atmospheric Dynamics
408.8 hPa,A,MCQ_16_11,"['408.8 hPa', '668.5 hPa', '226.1 hPa', '696.8 hPa']","A tornado spins with a constant angular velocity \omega. Demonstrate that the surface pressure at the tornado's center can be expressed as $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ represents the surface pressure at a distance $r_{0}$ from the center, and T denotes the temperature (considered constant). Given that the temperature is 250 K, and the pressure and wind speed at 490 m from the center are 500 hPa and 170 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, determine the central pressure.",Atmospheric Dynamics
"mean_relative_vorticity: -6.666666666666667e-06 s^-1,
circulation: -8664000.0 m^2/s",C,MCQ_17_11,"['mean_relative_vorticity: -0.57 s^-1,\ncirculation: -51300000000.0 m^2/s', 'mean_relative_vorticity: -6.666666666666667e-06 s^-1,\ncirculation: -34656000.0 m^2/s', 'mean_relative_vorticity: -6.666666666666667e-06 s^-1,\ncirculation: -8664000.0 m^2/s', 'mean_relative_vorticity: -2.5e-06 s^-1,\ncirculation: -4692250.0 m^2/s']","Determine the circulation around a square with sides measuring 1140 km for a wind flowing eastward (westward direction) that diminishes in strength moving northward at a rate of 2 m/s per 300 km. Additionally, calculate the average relative vorticity within the square.",Atmospheric Dynamics
-38.3 m/s,B,MCQ_18_11,"['-7.6 m/s', '-38.3 m/s', '-51.0 m/s', '-103.5 m/s']","Consider a cylindrical column of air located at 71°N with an initial radius of 370 km, which expands to 2 times its original radius. Assuming the air starts from rest, determine the average tangential velocity at the boundary following the expansion.",Atmospheric Dynamics
-0.000211 s^-1,D,MCQ_19_11,"['-2.9e-05 s^-1', '-6.7e-05 s^-1', '-88.999975 s^-1', '-0.000211 s^-1']","An air parcel originating at -89°N travels north, maintaining absolute vorticity. Given its starting relative vorticity as -9.1e-05 s^-1, what will be its relative vorticity when it arrives at -10°N?",Atmospheric Dynamics
"absolute_vorticity: 7.143e-05 s^-1,
relative_vorticity: -4.191e-05 s^-1",B,MCQ_20_11,"['absolute_vorticity: 7.66e-05 s^-1,\nrelative_vorticity: -6.606e-05 s^-1', 'absolute_vorticity: 7.143e-05 s^-1,\nrelative_vorticity: -4.191e-05 s^-1', 'absolute_vorticity: 2.61081081 s^-1,\nrelative_vorticity: 2.6106899 s^-1', 'absolute_vorticity: 4.948e-05 s^-1,\nrelative_vorticity: -8.574e-05 s^-1']","An air column located at 56°N with an initial relative vorticity of ζ=-6e-06 extends from the surface up to a fixed tropopause at a height of 11.1 km. If this air column travels to a position above a mountain barrier that is 4.2 km high at 51°N, what will its absolute vorticity and relative vorticity be as it crosses over the mountaintop, given that the flow adheres to the barotropic potential vorticity equation?",Atmospheric Dynamics
"vorticity_annulus: 0.0 s^-1,
vorticity_inner_circle: 0.000347 s^-1",A,MCQ_21_11,"['vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.000347 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.000694 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.00192 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.0 s^-1']","Determine the mean vorticity inside a cylindrical annulus with an inner radius of 140 km and an outer radius of 420 km, given that the tangential velocity is described by $V=A / r$, where $A=3400000.0 \mathrm{~m}^{2} \mathrm{~s}^{-1}$ and $r$ is measured in meters. What is the mean vorticity within the inner circle having a radius of 140 km?",Atmospheric Dynamics
-26.1 m^2/s^2,A,MCQ_22_11,"['-26.1 m^2/s^2', '-9.9 m^2/s^2', '-0.0 m^2/s^2', '-77.7 m^2/s^2']","Determine the rate at which circulation changes around a square located in the (x, y) plane, with vertices at (0,0), (0, L), (L, L), and (L, 0), given that the temperature rises eastward at a rate of 4.5 °C per 500 km and the pressure rises northward at a rate of 3.0 hPa per 500 km. Assume L=1300 km and that the pressure at (0,0) is 1000 hPa.",Atmospheric Dynamics
322.0 K,A,MCQ_23_11,"['322.0 K', '346.0 K', '644.0 K', '248.0 K']","Determine the equivalent potential temperature, {θ_e}, for an air parcel that is saturated, with a pressure of 987.0 hPa, a temperature of 301.4 K, and a mixing ratio of 0.0076 kg/kg.",Atmospheric Dynamics
15.7 mm/day,A,MCQ_24_11,"['15.7 mm/day', '0.0 mm/day', '6.6 mm/day', '47.2 mm/day']","Assume the relative vorticity at the top of an Ekman layer at 30°N is 3.5e-05 s^-1. Given that the eddy viscosity coefficient is 19 m^2/s and the water vapor mixing ratio at the top of the Ekman layer is 13.1 g/kg, calculate the precipitation rate resulting from moisture convergence within the Ekman layer.",Atmospheric Dynamics
303.8 K,D,MCQ_25_11,"['607.7 K', '911.5 K', '293.7 K', '303.8 K']","Currently, the Earth's emission temperature is 271.8 K, with an albedo of 39.8%. 
What change in the emission temperature would occur if the albedo decreased to 6.0% while keeping all other factors constant?

The emission temperature is given by:

T_e = [(1 - alpha_p) * S / (4 * sigma)]^(1/4)

where alpha_p represents the planetary albedo, $S$ is the solar flux, and $\sigma$ is the Stefan-Boltzmann constant.",Geophysics
290.4 K,D,MCQ_26_11,"['580.8 K', '308.4 K', '871.2 K', '290.4 K']","Assume that TOI 700d is actually flat. Imagine it as a thin circular disk with a radius of 6370 km, orbiting the Sun at the same distance as Earth. The planetary albedo is 0.41. The vector normal to one face of this disk consistently points directly at the Sun, and the disk is composed of a perfectly conducting material, ensuring that both faces maintain the same temperature. Determine the emission temperature of this disk and compare it with the result previously determined for a spherical Earth.",Geophysics
"(a): 662.7 K,
(b): -7.80117426e+18 W,
(c): -8.6817 m/yr",A,MCQ_27_11,"['(a): 662.7 K,\n(b): -7.80117426e+18 W,\n(c): -8.6817 m/yr', '(a): 1325.4 K,\n(b): -1.560234852e+19 W,\n(c): -17.3634 m/yr', '(a): 1241.3 K,\n(b): -5.172529179e+19 W,\n(c): -0.0549 m/yr', '(a): 662.7 K,\n(b): -1.755264208e+19 W,\n(c): -19.5338 m/yr']","3. Examine the thermal equilibrium of Gliese 581g. The following details about Gliese 581g are necessary: mean planetary radius = 7600 km; mean orbital radius around the Sun = 0.15 A.U. (where 1 A.U. represents the mean radius of Earth's orbit); planetary albedo = 0.28.

(a) Calculate the emission temperature for Gliese 581g by assuming a balance between incoming and outgoing radiation.

(b) Gliese 581g actually has an internal heat source due to ongoing planetary contraction. Given the standard definition of emission temperature T_e, where σ T_e^4 equals the outgoing flux of planetary radiation per unit surface area, the observed emission temperature of Gliese 581g is 240 K. Determine the size of Gliese 581g's internal heat source.

(c) It is postulated that the source of Q on Gliese 581g is the release of gravitational potential energy due to a gradual contraction of the planet. Assuming Gliese 581g has a uniform density and maintains this as it contracts, calculate the yearly change in its radius a_Gliese 581g necessary to generate your computed value of Q. (Only half of the released gravitational energy can be converted to heat, with the rest contributing to the additional kinetic energy needed to maintain the planet's angular momentum.)",Geophysics
227.4 K,C,MCQ_28_11,"['454.8 K', '432.1 K', '227.4 K', '682.2 K']","Calculate the emission temperature for the planet Venus. Assume that: the average orbital radius of Venus is 0.72 times that of Earth's orbit. Considering the solar flux diminishes with the square of the distance from the sun and that the planetary albedo of Venus is 0.77, find the emission temperature of Venus.",Geophysics
"mass_of_column: 14271.0 kg,
total_mass_of_atmosphere: 5.197801873412748e+18 kg",D,MCQ_29_11,"['mass_of_column: 28542.0 kg,\ntotal_mass_of_atmosphere: 1.0395603746825497e+19 kg', 'mass_of_column: 86646.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg', 'mass_of_column: 1427.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg', 'mass_of_column: 14271.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg']","Utilize the hydrostatic equation to demonstrate that the mass of an air column with a unit cross-section, stretching from the ground to a significant altitude, is $rac{p_{s}}{g}$, where ${p_{s}}$ represents the surface pressure. Input the necessary numbers to calculate the mass for a column of air covering an area of 1.4 m^2. Use your result to approximate the total mass of the atmosphere.",Atmospheric Physics
23698500000.0 Pa,B,MCQ_30_11,"['11849250000.0 Pa', '23698500000.0 Pa', '128922500000.0 Pa', '47397000000.0 Pa']","Employing the hydrostatic equation, develop a formula for the pressure at the core of a planet in terms of its surface gravity, radius 6100000.0, and constant density 1850. Substitute values relevant to Earth and compute the central pressure. 
[Hint: the gravitational acceleration at radius 6100000.0 is given by g(r) = G * m(r) / r^2, where m(r) represents the mass within radius r, and G = 6.67 * 10^-11 kg^-1 m^3 s^-2 is the gravitational constant. Assume the rock density is 1850 kg m^-3.]",Atmospheric Physics
"(a): altitude: 5.26 km,
pressure: 50000.0 Pa,
density: 0.673 kg/m^3,
(b): altitude: 2.6 km,
pressure: 71000.0 Pa,
density: 0.955 kg/m^3",C,MCQ_31_11,"['(a): altitude: 5.93 km,\npressure: 50000.0 Pa,\ndensity: 0.597 kg/m^3,\n(b): altitude: 1.29 km,\npressure: 86000.0 Pa,\ndensity: 1.026 kg/m^3', '(a): altitude: 2.63 km,\npressure: 50000.0 Pa,\ndensity: 1.345 kg/m^3,\n(b): altitude: 1.3 km,\npressure: 71000.0 Pa,\ndensity: 1.91 kg/m^3', '(a): altitude: 5.26 km,\npressure: 50000.0 Pa,\ndensity: 0.673 kg/m^3,\n(b): altitude: 2.6 km,\npressure: 71000.0 Pa,\ndensity: 0.955 kg/m^3', '(a): altitude: 10.52 km,\npressure: 100000.0 Pa,\ndensity: 1.345 kg/m^3,\n(b): altitude: 5.2 km,\npressure: 142000.0 Pa,\ndensity: 1.91 kg/m^3']","Examine a horizontally uniform atmosphere that is in hydrostatic equilibrium. The atmosphere is isothermal with a temperature of 259 K and a surface pressure of 100000 Pa.

(a) Determine the altitude, pressure, density, and potential temperature at the level that divides the atmosphere into two equal mass parts, meaning half of the atmospheric mass is above this level.

(b) Perform the same calculation as in part (a) for the level where 29% of the atmospheric mass is below.",Atmospheric Physics
"9: 361.0 K,
10: 375.0 K,
17: 490.0 K,
10-9: 266.0 K",B,MCQ_32_11,"['9: 722.0 K,\n10: 750.0 K,\n17: 979.0 K,\n10-9: 532.0 K', '9: 361.0 K,\n10: 375.0 K,\n17: 490.0 K,\n10-9: 266.0 K', '9: 361.0 K,\n20: 549.0 K,\n17: 490.0 K,\n20-9: 389.0 K', '7: 364.0 K,\n12: 432.0 K,\n21: 586.0 K,\n12-7: 340.0 K']","Consider an isothermal atmosphere with a temperature of 256 K. Calculate the potential temperature at elevations of 9 km, 10 km, and 17 km above the ground. If an air parcel is relocated adiabatically from 10 km to 9 km, what temperature would it have upon reaching its destination?",Atmospheric Physics
"(i): 12.0 ,
(ii): 4822.0 m",C,MCQ_34_11,"['(i): 1.4 ,\n(ii): 4615.0 m', '(i): 45.7 ,\n(ii): 4822.0 m', '(i): 12.0 ,\n(ii): 4822.0 m', '(i): 4.8 ,\n(ii): -11306.0 m']","(i) Consider a standard hurricane located at 35 latitude with low-level winds measured at 60 at a distance of 60 km from its center: would you anticipate this flow to be geostrophic?  
(ii) Imagine two weather stations situated near 50, separated by 250 km, with one directly northeast of the other. At both stations, the 500 hPa wind blows precisely from the south at 93. If the 500 hPa surface height at the northeastern station is 5008.888888888889 m, determine the height of this surface at the other station.",Atmospheric Dynamics
"(a): -76.7 m/s,
(b): -63.6 m/s,
(c): -12.5 m/s",B,MCQ_35_11,"['(a): -230.0 m/s,\n(b): -190.9 m/s,\n(c): -37.6 m/s', '(a): -76.7 m/s,\n(b): -63.6 m/s,\n(c): -12.5 m/s', '(a): -14.0 m/s,\n(b): 55.1 m/s,\n(c): 68.6 m/s', '(a): -82.8 m/s,\n(b): -53.5 m/s,\n(c): 0.0 m/s']","Examine the tropical Hadley circulation during the northern winter. This circulation ascends at 24°S, traverses northward over the equator within the upper troposphere, and descends at 22°N. Given that the circulation is zonally symmetric (independent of x) and inviscid outside the near-surface boundary layer (hence conserving absolute angular momentum relative to the Earth's rotation axis), and departs the boundary layer at 24°S with a zonal velocity of u=0 m/s, determine the zonal wind in the upper troposphere at (a) the equator, (b) 10°N, and (c) 22°N.",Atmospheric Physics
"(a): pressure_at_907m: 90.0 p_s,
pressure_at_4366m: 429.3 p_s,
(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),
equivalent_ocean_depth: 2.44 m",C,MCQ_36_11,"['(a): pressure_at_735m: 73.1 p_s,\npressure_at_5727m: 562.8 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m', '(a): pressure_at_907m: 90.0 p_s,\npressure_at_2183.0m: 215.2 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m', '(a): pressure_at_907m: 90.0 p_s,\npressure_at_4366m: 429.3 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m', '(a): pressure_at_4366m: 429.3 p_s,\npressure_at_907m: 90.0 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m']","Imagine an ocean with a uniform density of 1000 kg/m^3.

(a) Using the hydrostatic relationship, calculate the pressure at a depth of 907 m and at 4366 m. Provide your answer in terms of atmospheric surface pressure, where {p_s} mbar is equivalent to 100000.0 Pa.

(b) If the heat content of an infinitesimal mass dm of dry air at temperature T is given by $c_{p} * T * dm (where $c_{p} is the specific heat of air at constant pressure), derive a formula for, and compute, the (vertically integrated) heat capacity (heat content per degree Kelvin) of the atmosphere per unit horizontal area. Determine the depth an ocean would need to be to possess the same heat capacity per unit horizontal area.",Physical Oceanography
1.5 yr,D,MCQ_37_11,"['0.1 yr', '0.0 yr', '197.0 yr', '1.5 yr']","Consider that the mixing within the mixed layer keeps the temperature uniform throughout its depth. Given a heat flux of 11.6 W/m^2 applied on the ocean surface, calculate the time required for the mixed layer's temperature to increase by 1.0°C, assuming a typical mixed layer depth. [Utilize the water density of 1000.0 kg/m^3 and the specific heat capacity of water as 4187.0 J/(kg·K).]",Physical Oceanography
"pressure_at_depth: 315144.0 Pa,
latitudinal_pressure_gradient: -0.0043835743 Pa/m,
geostrophic_flow: 0.045 m/s",A,MCQ_38_11,"['pressure_at_depth: 315144.0 Pa,\nlatitudinal_pressure_gradient: -0.0043835743 Pa/m,\ngeostrophic_flow: 0.045 m/s', 'pressure_at_depth: 101654.0 Pa,\nlatitudinal_pressure_gradient: -1.305e-07 Pa/m,\ngeostrophic_flow: 0.0 m/s', 'pressure_at_depth: 334470.0 Pa,\nlatitudinal_pressure_gradient: -0.0065995861 Pa/m,\ngeostrophic_flow: 0.0647 m/s', 'pressure_at_depth: 422054.0 Pa,\nlatitudinal_pressure_gradient: -0.0067294714 Pa/m,\ngeostrophic_flow: 0.0461 m/s']","Imagine an ocean with a constant density of 964 kg/m^3. The ocean's surface, which is flat along the longitudinal axis, has a linear slope with latitude, ranging from h=0.61 m above mean sea level (MSL) at 48.8° N to h=0.03 m below MSL at 61.2386906523099° N. Utilize the hydrostatic balance to calculate the pressure at a depth of 22.0 m below MSL. Subsequently, demonstrate that both the latitudinal pressure gradient ∂p/∂y and the geostrophic flow are independent of depth. Calculate the geostrophic flow's magnitude and direction at 55.01934532615495° N.",Physical Oceanography
10.743 cm,D,MCQ_39_11,"['0.116 cm', '-0.608 cm', '6.971 cm', '10.743 cm']","When a baseball player throws a ball covering a horizontal distance of 961.0 m at a latitude of -39.7° within 2.4 s, what is the lateral deflection caused by Earth's rotation?",Atmospheric Dynamics
17.4 m,C,MCQ_40_11,"['34.7 m', '49.1 m', '17.4 m', '4.2 m']","Determine the horizontal movement of an object released from a stationary platform at a height of 8551 at the equator, ignoring air resistance effects. What is the calculated displacement for 8551m?",Atmospheric Dynamics
"6196.9 m,
6023.3 m",B,MCQ_41_11,"['1511.2 m,\n1400.4 m', '6196.9 m,\n6023.3 m', '-24091.5 m,\n-12238.1 m', '15601.3 m,\n15164.1 m']","Determine the 1188.0-576.0 hPa thickness under isothermal conditions with temperatures of 292.6 K and 284.4 K, respectively.",Atmospheric Physics
0.5 °C,D,MCQ_42_11,"['14.88 °C', '2.67 °C', '0.05 °C', '0.5 °C']","On a weather map, isolines of 1180.0-300.0 hPa thickness are depicted with a contour interval of 20.0 m. What is the equivalent interval for the layer mean temperature?",Atmospheric Physics
6.659 km,D,MCQ_45_11,"['6.751 km', '7.912 km', '1.557 km', '6.659 km']","Formulate an expression that describes how the pressure change δp varies with altitude when an atmosphere with a constant lapse rate experiences a temperature change δT that is uniform with height, while the surface pressure stays unchanged. Determine the altitude at which the pressure change reaches its maximum magnitude, given the lapse rate is 7.3 K/km, T0=226, and δT=3.2 K.",Geophysics
0.0194 m/s,A,MCQ_46_11,"['0.0194 m/s', '0.0969 m/s', '0.0097 m/s', '0.0388 m/s']","Assume a 1-kg parcel of dry air is ascending with a steady vertical speed. Given that the parcel receives radiative heating at a rate of 0.19 W kg^-1, what should the rate of ascent be in order for the parcel's temperature to remain unchanged?",Atmospheric Physics
0.513 kg/m^3,D,MCQ_47_11,"['1.025 kg/m^3', '0.044 kg/m^3', '0.766 kg/m^3', '0.513 kg/m^3']",A parcel of air with a temperature of -42.4°C at the 557 hPa level is raised dry adiabatically. Determine its density upon reaching the 278.5 hPa level.,Atmospheric Dynamics
"1.8 J/kg,
1.92 m/s",D,MCQ_48_11,"['3.7 J/kg,\n3.84 m/s', '171.7 J/kg,\n18.53 m/s', '13.1 J/kg,\n5.12 m/s', '1.8 J/kg,\n1.92 m/s']","Consider an air parcel beginning from rest at the 620 hPa level and ascending vertically to 600 hPa, maintaining a constant temperature excess of 0.2°C above the environment. Given that the average temperature of the 620-600 hPa layer is 284 K, calculate the energy released due to the buoyancy force's work. If all the released energy converts to the parcel's kinetic energy, what will be its vertical velocity at 600 hPa?",Atmospheric Dynamics
289.0 s,B,MCQ_49_11,"['409.0 s', '289.0 s', '579.0 s', '286.0 s']","French researchers have designed a high-altitude balloon that maintains a nearly constant potential temperature while orbiting Earth. Suppose this balloon is situated in the lower equatorial stratosphere where the temperature is stable at 203 K. If the balloon is vertically displaced from its equilibrium position by a small distance $\delta_z$, it would oscillate around the equilibrium point. What is the period of this oscillation?",Atmospheric Dynamics
